PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Created Date,Updated Date
Janine Hollung,"['Klarastraße 4 ', ' 55116 Mainz']",55116,Mainz,Klarastraße 4,"['Übersicht', 'Klassen', 'Kurse', 'Videos', 'Preise', 'Team']","Für Aerial-Kurse:Hot Pants um sich bei Climbings mit den Beinen an der Pole festhalten zu könnenlange Sporthose ohne Metall (Knöpfe/Reissverschlüsse) zum AufwärmenSport-BH ohne BügelHandtuchWichtig:Vor dem Trainieren bitte keine Handcreme und Bodylotion, da so der Halt an der Stange verloren gehtKeine Ringe, da sonst die Stange zerkratzt wirdHilfsmittel: Gegen schwitzende Hände und somit für einen besseren Grip hilft Magnesia ( Magnesiumoxid ). Zur Hemmung des Abgleitens an den Beinen bieten Haarlack oder Rasiergel besseren Halt. Die Stange sollte immer wieder mit Alkohol oder Glasreiniger gesäubert werden.", j.hollung@web.de,http://www.janinepole.fit,+49 17662572496,https://www.eversports.de/s/janine-hollung,"['14 Rezensionen', 'Poledance', 'Stretching', 'Aerial Dance', 'Aerial Hoop', 'Polesport']",Zum Stundenplan,2024-02-17 18:26:36,2024-02-17 18:26:36
One8dance Studio,"['Britanniahütte 10 ', ' 51469 Bergisch Gladbach']",51469,Bergisch,Britanniahütte 10,"['Übersicht', 'Klassen', 'Kurse', 'Preise', 'Team']","PREISE für alle KINDER und ERWACHSENEN - KURSE:KINDER:Für alle Kinderkurse:kommt einfach vorbei und genießt zum Kennenlernen eine Gratis Probe-Stunde.Wenn es Euch gefällt: dann füllen wir alles gemeinsam im Studio aus oder Ihr könnt Eure Kinder online über Eversports (Membership) anmelden. Bei der Anmeldung fällt eine einmalige Anmeldegebühr von 28,00€ an.- Eure Kinder können Tanzstunden einmal oder zweimal pro Woche zu folgenden Preisen wahrnehmen:45 Minuten 1x pro Woche kosten 39€ pro Monat45 Minuten 2x pro Woche kosten 55€ pro Monat60 Minuten 1x pro Woche nur 43€ pro Monat 60 Minuten 2x pro Woche 59€ pro Monat einmalige Anmeldegebühr über 28€ bei einer Vertragslaufzeit von mindestens 6 Monaten. Nach Ablauf der 6 Monate verlängert sich der Vertrag jeweils automatisch um 3 Monate sofern er nicht 4 Wochen vorm Ablauf schriftlich gekündigt wird und bestätigt.hier könnt Ihr die verschiedenen Mitgliedschaften buchen: Membership Bei Fragen meldet Euch einfach :-) und freuen uns auf Euch!ERWACHSENE: Alle Erwachsenen-Kurse buchbar über Eversports (das Anmelden über dieses Buchensystem ist kostenlos!) eine Probe-Stunde ist kostenlos (einmalig buchbar eine dreier Schnupperkarte 25€ (einmalig buchbar)eine 10ner Karte 119€ Memberships 1x und 2x pro Woche einmalige Anmeldegebühr über 28€", one8dance@gmail.com,https://one8dance.de/,+49 01782996698,https://www.eversports.de/s/one8dance-studio,"['Tanzen', 'Tanzen', 'Hip Hop', 'Tanzen', 'Zumba', 'Tanzen', 'Hip Hop', '10 Rezensionen', 'Tanzen', 'Zumba', 'Hip Hop', 'Poledance', 'Breakdance', 'Aerial Hoop', 'Aerial Akrobatik', 'Kindertanz', 'Streetdance', 'Heels', 'Reggaeton']",Zum Stundenplan,2024-02-17 18:26:40,2024-02-17 18:26:40
Divapole,"['Kuhturmstraße 2 ', ' 04177 Leipzig']",04177,Leipzig,Kuhturmstraße 2,"['Übersicht', 'Trainings', 'Preise', 'Team']","Divapole ist ein Poledance Studio und befindet sich am schönen Lindenauer Markt in Leipzig. Besonders ist, das es hauptsächlich auf Einzelunterricht ausgerichtet ist. Das bedeutet, 1-3 Personen in einer Stunde mit einer persönlichen Trainerin und zu gewünschten Zeiten. Man kann also alleine trainieren oder auch mit der besten Freundin. Divapole legt großen Wert auf Wohlfühlen, individuelles Training auf jeden abgestimmt und Motivation. Es gibt 2 Räume, einen kleinen Raum mit 2 Stangen (Studio1) und einen größeren Raum mit 3 Stangen (Studio2), wo natürlich auch kleine Gruppenkurse und Workshops mit maximal 6 Personen stattfinden. Außerdem gibt es noch verschiedene Angebote für private Gruppenveranstaltungen wie z.B. JGA, Geburtstage oder Weihnachtsfeiern. Wer sich noch nicht an die Stange traut, kann auch nur zum personal Fittness Training kommen, auch das ist möglich.", nancy.doberleit@gmail.com,http://www.divapole.de,+49 1784394141,https://www.eversports.de/s/divapole,"['Poledance', 'Poledance', 'Poledance', 'Poledance', '7 Rezensionen', 'Poledance']",1 Angebot für Neukund:innen,2024-02-17 18:26:44,2024-02-17 18:26:44
Tanzschule Poledance Reutlingen,"['Uhlandstraße 60 ', ' 72793 Pfullingen']",72793,Pfullingen,Uhlandstraße 60,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","Die Tanzschule Poledance Reutlingen befindet sich in der Uhlandstraße 60 in 72793 Reutlingen- Pfullingen. Wir bieten Kurse in Poledance, Aerial Silk und Aerial Hoop an. Außerdem gibt es Conditioning Kurse wie Stretching, freies Training und Handstand. Komm bitte 10 min. vor Unterrichtsbeginn damit du dich in Ruhe umziehen und noch eventuelle Fragen klären kannst. Ziehe Sportkleidung an und bringe ein Handtuch für deine Matte mit, für die Poledance Kurse brauchst du eine kurze Hose. Du kannst direkt vor dem Haus, an der Straße kostenlos parken, ca. 10 Minuten zu Fuß befindet sich außerdem eine Bushaltestelle.Komm vorbei- wir freuen uns auf dich!", info@poledance-reutlingen.de,https://www.poledance-reutlingen.de,,https://www.eversports.de/s/tanzschule-poledance-reutlingen,"['Rückenfit', 'Poledance', 'Poledance', 'Crossbody (HIIT)', 'Poledance', 'Aerial Silk', 'Poledance', 'Aerial Silk', '42 Rezensionen', 'Fitness', 'Yoga', 'Poledance', 'Rückenfit', 'Bootcamp', 'Stretching', 'Handstand', 'Chairdance', 'Aerial Silk', 'Aerial Hoop', 'Crossbody (HIIT)', 'Twerken']",1 Angebot für Neukund:innen,2024-02-17 18:26:47,2024-02-17 18:26:47
Infinity Polesports,"['Martin-Ofner-Straße', ' 84508 Burgkirchen an der Alz']",84508,Burgkirchen,Martin-Ofner-Straße,"['Übersicht', 'Klassen', 'Preise', 'Team']","Infinity Polesports sind nunmehr zwei Studios für Poledance, welche sich in Burgkirchen an der Alz und mit einem weiteren Studio in Eggenfelden befinden. Diverse Kursangebote für Anfänger, Fortgeschrittene, Körperbetonte und auch für Exotik-Suchende sind bei Infinity Polesports im Programm. Beide Studios sind hochwertig mit acht bzw. neun Poles und hohen Decken ausgestattet. Das gewährt freie und ungestörte Trainingsmöglichkeiten für die Kursteilnehmer.", info@infinity-polesports.de,https://www.infinity-polesports.de/,+491721642077,https://www.eversports.de/s/infinity-polesports,"['Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', '34 Rezensionen', 'Poledance']",Zum Stundenplan,2024-02-17 18:26:53,2024-02-17 18:26:53
PoleFit Aline Sustrath,"['Landgrafenstraße 6 ', ' 66969 Lemberg']",66969,Lemberg,Landgrafenstraße 6,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Preise', 'Team']","Pole Dance bzw. Pole Fitness ist eine Sportart, die Fitness-, Yoga-, Gymnastik- und Akrobatik miteinander kombiniert. Es ist eine abwechslungsreiche und ästhetische Trainingsmethode, die Ausdauer, Kraft und Flexibilität in den Fokus stellt. Sowohl Frauen als auch Männer aller Altersgruppen mit ganz unterschiedlichen Körperstrukturen, physischen Eigenschaften und Vorerfahrungen im Fitness- und Tanzbereich können diesen Sport ausüben. Die Kurse bauen nach einem Levelsystem auf.Das heißt am Anfang kannst du entweder eine Probestunde oder 4 Probestunden aufeinmal buchen, welche vier Wochen andauern. Danach kommst du zum Level 1, dann Level 2 usw. Hast du bereits Erfahrungen im Polesport wirst du dem Level entsprechend eingestuft.", polefit.alinesustrath@gmail.com,https://www.polefit-pirmasens.com,+49 15254594149,https://www.eversports.de/s/polefit-aline-sustrath,"['Poledance', 'Stretching', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Stretching', '3 Rezensionen', 'Poledance', 'Stretching']",Zum Stundenplan,2024-02-17 18:27:00,2024-02-17 18:27:00
POLEside,"['Saline 5 ', ' 74177 Bad Friedrichshall']",74177,Bad,Saline 5,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']","Willkommen bei POLEside!Lass Dich von uns mitreißen und tauche mit uns ein in die Welt von Pole Dance, Aerial Hammok (Tuch), Aerial Hoop (Luftring) und Aerial Yoga.Wenn du schon immer etwas Neues ausprobieren wolltest, am besten etwas mit Vielfalt, das Sport und Spaß miteinander verbindet? Dann bist Du bei uns genau richtig. Wir zeigen Dir eine andere Welt des Sports. Verschiedene Ganzkörper-Workouts in einer akrobatischen und kunstvollen Art, die Dein Selbstwertgefühl stärken und ein ganz neues Körpergefühl in Dir wecken. Wir möchten Dir zeigen, wie man Kraft, Eleganz, Körperspannung und Flexibilität miteinander vereint und den Spaß dennoch im Fokus behält. Probiere es aus und lass Dich von unserer Leidenschaft inspirieren. Schon nach ein paar Trainingseinheiten wirst Du Erste und vor allem motivierende Fortschritte feststellen können, welche Dich und uns zu weiterem Ehrgeiz animieren.", info@poleside.de,http://poleside.de/,0176 870 191 81,https://www.eversports.de/s/poleside,"['Fitness', 'Aerial Yoga', 'Poledance', 'Poledance', 'Aerial Yoga', 'Polesport', 'Poledance', 'Aerial Yoga', 'Floorwork', '13 Rezensionen', 'Fitness', 'Poledance', 'Aerial Yoga', 'Floorwork', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik', 'Polesport']",Zum Stundenplan,2024-02-17 18:27:07,2024-02-17 18:27:07
Pole for Soul GbR,"['Die Schlagd 1 ', ' 34125 Kassel']",34125,Kassel,Die Schlagd 1,"['Übersicht', 'Klassen', 'Workshops', 'Videos', 'Team']","Dein Studio für Poledance, Tanz, Aerial Hoop & Aerial YogaDu bist gelangweilt vom Fitnessstudio, möchtest aber endlich gesünder und aktiver leben und dich in deinem Körper wohlfühlen - ihn akzeptieren und vielleicht sogar lieben? Dann ist Pole for Soul die erste Adresse für dich! Direkt in Kassel bieten wir dir ein ganz besonderes Workout an der Stange, im Ring oder im Tuch.Wir bieten die schönste Art und Weise deine Ziele zu erreichen: Poledance, Aerial Hoop und Aerial Yoga sowie professionelles Stretching und Kraftaufbaukurse. Unsere Mission ist es auf einzigartige Weise deinen Lifestyle mit dir zu entdecken. Dafür verbinden wir Tanz, Ausdruck, Fitness und Sinnlichkeit in einem einzigartigen Workout.​Pole for Soul – dein Pole Home in Kassel.", info@poleforsoul.de,http://www.poleforsoul.com,0176 56826749,https://www.eversports.de/s/pole-for-soul-gbr,"['Poledance', 'Aerial Yoga', 'Poledance', 'Aerial Yoga', 'Poledance', 'Yoga', 'Poledance', 'Yoga', 'Poledance', '21 Rezensionen', 'Yoga', 'Poledance', 'Aerial Yoga', 'Krafttraining', 'Akrobatik', 'Stretching', 'Aerial Hoop', 'Aerial Akrobatik', 'Polesport', 'Moderner Tanz', 'Burlesque']",Zum Stundenplan,2024-02-17 18:27:13,2024-02-17 18:27:13
Polemotions Tübingen,"['Aeulestraße 2 ', ' 72074 Tübingen']",72074,Tübingen,Aeulestraße 2,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","Komm vorbei und lerne zu fliegen!Bei Polemotions erwartet Dich mehr als wunderschöne Luftakrobatik. Wir sind eine Community voller unterschiedlicher Menschen, die alle nichts lieber tun als gemeinsam durchs Studio zu fliegen - aber jede:r auf seine eigene Art.Wir lieben alle Facetten und Stile von Pole Dance. Du willst etwas Neues versuchen, dich mehr bewegen, abschalten, etwas Besonderes ausprobieren, auf der Bühne stehen, tanzen und die Welt um dich vergessen, selbstbewusster werden und eine neue Seite von dir entdecken? Egal, was dein Grund ist zu uns ins Studio zu kommen - jeder Grund ist der richtige um Pole Dance anzufangen und wir freuen uns auf Dich!Werde Teil unserer Polemotions Family und lass dich von unserem Luftakrobatik-Fieber anstecken.", info@polemotions.de,https://polemotions.de/,,https://www.eversports.de/s/polemotions-tuebingen,"['Krafttraining', 'Poledance', 'Krafttraining', 'Yoga', 'Poledance', 'Stretching', 'Poledance', 'Online Klasse', 'Poledance', 'Online Klasse', '74 Rezensionen', 'Yoga', 'Poledance', 'Krafttraining', 'Acroyoga', 'Stretching', 'Handstand', 'Vinyasa Yoga', 'Aerial Hoop', 'Aerial Akrobatik', 'Mobility', 'Core', 'Heels', 'Online Klasse', 'Zirkus']",1 Angebot für Neukund:innen,2024-02-17 18:27:19,2024-02-17 18:27:19
Pole Statement,"['Siemensstraße 40 ', ' 69123 Heidelberg']",69123,Heidelberg,Siemensstraße 40,"['Übersicht', 'Klassen', 'Kurse', 'Events', 'Preise', 'Team']","Bei Pole Statement unterrichten wir Pole Dance in unterschiedlichen Leveln und orientieren uns immer an den persönlichen Zielen und Bedürfnissen unserer Teilnehmerinnen. Unsere Trainerinnen unterrichten mit viel Herz, Freude und Professionalität. Wir lieben Pole Dance und freuen uns, dass wir unsere Leidenschaft an unsere TeilnehmerInnen weitergeben, voneinander lernen, uns gegenseitig inspirieren und gemeinsam über uns hinauswachsen können. Neben Pole Dance bieten wir auch weitere Fitnesskurse wie Jumping Fitness und twerXout an. Es wird also nie langweilig!", info@polestatement.de,http://www.polestatement.de,+49 17672506814,https://www.eversports.de/s/pole-statement,"['Poledance', 'Outdoor Fitness', 'Poledance', 'Outdoor Fitness', 'Poledance', 'Outdoor Fitness', 'Poledance', 'Outdoor Fitness', 'Poledance', 'Outdoor Fitness', 'Poledance', 'Fitness und Yoga', '30 Rezensionen', 'Poledance', 'Outdoor Fitness', 'Fitness und Yoga']",2 Angebote für Neukund:innen,2024-02-17 18:27:32,2024-02-17 18:27:32
Pole and Move Online Studio,"['Edisonstraße 20', ' 68309 Mannheim']",68309,Mannheim,Edisonstraße 20,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","Willkommen bei Pole and Move. Unser Motto 2022: Egal was passiert am Ende werden wir Tanzen. Unsere Studios befinden sich in Mannheim, Heidelberg und Ketsch und natürlich auch Online. Wir sind ein junges, dynamisches und motiviertes Unternehmen in der Sport- und Fitnessbranche, welches sich hauptsächlich auf den Polesport & Arial Arts konzentriert.
Wir freuen uns auf alle Tanz- und Sportbegeisterte, die uns einmal besuchen möchten.", team@poleandmove.de,https://poleandmove.de/,+49176 61653663,https://www.eversports.de/s/pole-and-move-online-studio,"['Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Poledance', 'Power Pole', '29 Rezensionen', 'Fitness', 'Tanzen', 'Poledance', 'Stretching', 'Lapdance', 'Chairdance', 'Aerial Dance', 'Burlesque', 'Hula Hoop', 'Twerken']",Zum Stundenplan,2024-02-17 18:27:36,2024-02-17 18:27:36
Da Becca Flow and Fit,"['Eickeler Markt 3A ', ' 44651 Herne']",44651,Herne,Eickeler Markt 3A,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Für Neukunden-bitte eine Email bei Interesse an unseren Kursen an info@dabecca.de .Da Becca Flow and Fit - wir heissen Dich herzlich willkommen in unserem wunderschönen Pole/Floorwork/ Tanzstudio. Hier wird wert auf persönliche und kleine Lerngruppen gelegt und Dir ein Safespace für Frauen mit professioneller Betreuung geboten. Trainingserfolge mit Spass, viel Musik, Tanzen und auch schweisstreibenden Stretching und Choreos. Mal sensual, mal rockig , mal contemporary . Wir haben Dir im kleinen rahmen viel zu bieten . Wir freuen uns auf das Tanzerlebnis mit Dir oder auch in unseren Mobility Kursen mit Dir an Deiner flexibilität und Kraft zu arbeiten !!!Wir arbeiten mit Flatrates und 10 und 5 er Karten daher seid euch bitte im klaren das nicht immer gewährleistet ist das ihr euren Wunschkurs jede Woche belegen könnt dafür aber bis zu 80 Kurse im Monat zur Auswahl habt !!", info@dabecca-flowandfit.de,http://www.dabecca-flowandfit.de,+49 17620913644,https://www.eversports.de/s/da-becca-flow-and-fit,"['Floorwork', 'Poledance', 'Tanzen', 'Stretching', 'Tanzen', 'Poledance', 'Tanzen', 'Poledance', 'Tanzen', 'Mobility', '24 Rezensionen', 'Tanzen', 'Poledance', 'Stretching', 'Floorwork', 'Chairdance', 'Mobility', 'Contemporary Dance', 'Luftartistik']",Zum Stundenplan,2024-02-17 18:27:43,2024-02-17 18:27:43
Pole-Formance,"['Beckumer Straße 24 ', ' 59555 Lippstadt']",59555,Lippstadt,Beckumer Straße 24,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Preise', 'Team']","Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.", info@pole-formance.de,http://www.pole-formance.de,+49 151 67054150,https://www.eversports.de/s/pole-formance,"['Poledance', 'Fitness', 'Poledance', 'Flexibles Training', 'Poledance', 'Power Pole', '5 Rezensionen', 'Poledance', 'Power Pole', 'Floorwork', 'Chairdance', 'Aerial Dance', 'Aerial Hoop', 'Heels']",Zum Stundenplan,2024-02-17 18:28:09,2024-02-17 18:28:09
Yoga Vidya Burgdorf,"['Marktstraße 65 ', ' 31303 Burgdorf']",31303,Burgdorf,Marktstraße 65,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Preise', 'Team']","Yoga in Burgdorf in seiner ganzen Vielfalt entdeckenYoga Vidya Burgdorf lehrt integrales Yoga in der Tradition von Swami Sivananda. Kursteilnehmer:innen haben so die Möglichkeit, Aspekte aller der sechs bestehenden Yogawege in ihre Praxis zu integrieren: Hatha Yoga, Kundalini Yoga, Karma Yoga, Jnana Yoga, Bhakti Yoga und Raja Yoga. Durch die Integration aller 6 Wege zu einer harmonischen Praxis, kannst du Yoga in seiner ganzen Fülle, über Körperübungen hinaus, erfahren und erleben. So kannst du zu mehr Gesundheit, Freude und Zufriedenheit in deinem Leben kommen.Das Yoga Vidya Center Burgdorf begrüßt dich mitten im Herzen der Stadt in der zentral gelegenen Marktstraße. Dort erwarten dich helle, sonnige und ruhige Räume zum Praktizieren. Daneben findest du bei uns das vegane Karma-Cafe, wo dich leckerer Yogi-Tee und Bio-Cafe und ein kleiner Shop für Yoga-Zubehör und anderen hübschen Dingen erwarten. Parkplätze findest du ganz in der Nähe, z.B. auf der Hochstraße und falls du mit der S-Bahn anreist, bist du in 5 Minuten Fußweg bei uns.Yogamatten, Sitzkissen und Decken (alles in Bio Qualität) sind ausreichend vorhanden.Wir freuen uns über deinen Besuch!Dein fröhliches und kompetentes Team von Yoga Vidya Burgdorf", burgdorf@yoga-vidya.de,https://www.yoga-vidya.de/center/burgdorf/,+49 01777555379,https://www.eversports.de/s/yoga-vidya-burgdorf,"['Yoga', 'Theorieraum', 'Yoga', 'Theorieraum', 'Yoga', 'Theorieraum', 'Theorieraum', 'Yoga', 'Theorieraum', 'Yoga', '2 Rezensionen', 'Yoga', 'Theorieraum', 'Rückenfit', 'Gruppenangebote', 'Seminarraum', 'Meditation', 'Raumvermietung', 'Progressive Muskelentspannung', 'Persönlichkeitsentwicklung', 'Hatha Yoga', 'Kindersport', 'Gastro', 'Eltern und Kind', 'Sportreisen', 'Achtsamkeit', 'Kleingruppentraining', 'Coaching', 'Gruppentraining', 'Kinderangebot', 'Seminar', 'Hormonyoga', 'Beckenboden-Training', 'Pranayama', 'Hatha Raja Yoga', 'Vorträge', 'Entspannung', 'Yoga Nidra', 'Atemübungen', 'Selbstliebe', 'Spirituelle Entwicklung', 'Frauenenergie', 'Satsang', 'Weiterbildung', 'Online Klasse', 'Frauenheilkunde', 'Eltern-Kind-Yoga', 'Sivananda', 'Präventionskurs', 'Angepasste körperliche Betätigung', 'Dehnung/Flexibilität', 'Fitness und Yoga', 'Dehnbarkeit und Beweglichkeit', 'Yoga für die Familie', 'Jnana Yoga', 'Regeneration', 'Kirtan', 'Open Yoga', 'Lachyoga', 'Probetraining', 'Entspannungspädagogik', 'Aura/Chakren Arbeit', 'Ganzheitliches Yoga', 'Best Ager Fitness', 'Körperarbeit', 'Körperhaltungstherapie', 'Übungen zum Lösen von Verspannungen', 'Resilienztraining', 'Yoga in den Wechseljahren', 'Therapeutisches Yoga', 'Mantra Yoga', 'Gruppen Workout', 'Feet-Up', 'Kinder Yoga', 'Kinderwunsch-Yoga', 'Yoga für Mehrgewichtige', 'Plus Size Yoga', 'Rückenyoga', 'Leichtes Yoga', 'Persönliches Coaching', 'Ganzkörpertraining', 'Yoga für Frauen', 'Stärkung/Flexibilität', 'Regenerierender Yoga', 'Global Healing', 'Privates Training', 'Retreats', 'Aktivitäten für Kinder', 'Aktivitäten für Erwachsene', 'Aktivitäten für Kinder und Erwachsene', 'Workshop', 'Firmenyoga', 'Partner Yoga', 'Chakrayoga', 'Lockerungsübungen / Meditation', 'Gruppenfläche', 'Stressbewältigung', 'Beckenboden-Rückenfit', 'Einzeltraining']",Kostenlos Schnuppern,2024-02-17 18:28:18,2024-02-17 18:28:18
